ID,timestamp,temp_1,temp_2,mean_national_temp,humidity_1,humidity_2,loc_1,loc_2,loc_secondary_1,loc_secondary_2,loc_secondary_3,consumption_secondary_1,consumption_secondary_2,consumption_secondary_3
47,2016-11-02T23:00:00.0,5.7,10.5,10.2,85.0,79.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",147,131,194
48,2016-11-03T00:00:00.0,5.3,9.4,10.2,88.0,80.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",147,144,183
49,2016-11-03T01:00:00.0,5.4,8.1,10.1,91.0,87.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",148,130,175
50,2016-11-03T02:00:00.0,4.4,8.9,10.0,90.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",149,127,172
51,2016-11-03T03:00:00.0,3.8,8.4,9.9,93.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",148,130,172
52,2016-11-03T04:00:00.0,4.6,8.7,9.7,97.0,80.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",156,130,175
53,2016-11-03T05:00:00.0,4.9,7.3,9.6,93.0,86.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",207,140,181
54,2016-11-03T06:00:00.0,5.0,5.9,9.4,96.0,90.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",219,175,201
55,2016-11-03T07:00:00.0,5.2,4.4,9.1,93.0,93.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",233,186,244
56,2016-11-03T08:00:00.0,3.9,5.2,9.0,95.0,96.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",266,230,316
57,2016-11-03T09:00:00.0,4.7,9.1,9.0,97.0,77.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",295,259,398
58,2016-11-03T10:00:00.0,8.0,12.5,9.3,89.0,63.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",328,264,439
59,2016-11-03T11:00:00.0,9.4,13.8,9.8,81.0,60.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",309,259,442
60,2016-11-03T12:00:00.0,10.6,14.6,10.4,73.0,58.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",277,232,410
61,2016-11-03T13:00:00.0,11.4,16.2,11.1,61.0,51.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",265,219,392
62,2016-11-03T14:00:00.0,12.0,17.5,11.3,54.0,50.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",270,218,407
63,2016-11-03T15:00:00.0,10.9,17.5,11.4,62.0,49.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",277,217,399
64,2016-11-03T16:00:00.0,10.8,16.4,11.6,64.0,53.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",288,200,385
65,2016-11-03T17:00:00.0,8.8,13.9,10.9,74.0,60.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",276,203,336
66,2016-11-03T18:00:00.0,7.1,11.5,10.1,79.0,71.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",271,202,302
67,2016-11-03T19:00:00.0,6.2,9.5,9.3,82.0,80.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",250,175,265
68,2016-11-03T20:00:00.0,5.5,8.1,9.1,88.0,85.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",183,138,234
69,2016-11-03T21:00:00.0,4.5,7.6,8.9,92.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",162,129,218
70,2016-11-03T22:00:00.0,5.0,6.8,8.8,90.0,91.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",158,116,197
71,2016-11-03T23:00:00.0,5.2,6.6,8.8,93.0,93.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",160,105,188
72,2016-11-04T00:00:00.0,5.3,6.4,8.7,95.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",155,109,181
73,2016-11-04T01:00:00.0,5.4,6.5,8.7,95.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",153,104,182
74,2016-11-04T02:00:00.0,5.3,6.3,8.6,95.0,95.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",157,98,182
75,2016-11-04T03:00:00.0,5.6,6.2,8.6,93.0,96.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",155,98,182
76,2016-11-04T04:00:00.0,5.4,5.9,8.5,95.0,96.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",168,101,185
77,2016-11-04T05:00:00.0,5.6,5.9,8.4,93.0,97.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",213,113,184
78,2016-11-04T06:00:00.0,5.8,5.7,8.3,92.0,97.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",232,145,215
79,2016-11-04T07:00:00.0,5.7,6.1,8.1,93.0,98.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",247,180,246
80,2016-11-04T08:00:00.0,5.8,6.9,8.2,93.0,98.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",268,236,332
81,2016-11-04T09:00:00.0,6.1,11.5,8.4,90.0,89.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",317,266,416
82,2016-11-04T10:00:00.0,6.7,15.9,8.7,89.0,75.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",326,279,451
83,2016-11-04T11:00:00.0,7.5,17.7,9.3,83.0,67.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",316,264,458
84,2016-11-04T12:00:00.0,7.3,18.5,9.9,85.0,63.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",293,233,422
85,2016-11-04T13:00:00.0,8.3,18.9,10.6,83.0,58.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",294,215,393
86,2016-11-04T14:00:00.0,8.9,19.7,10.7,77.0,54.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",299,247,427
87,2016-11-04T15:00:00.0,9.1,20.4,10.9,78.0,53.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",299,299,439
88,2016-11-04T16:00:00.0,8.7,18.7,11.1,82.0,62.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",302,268,410
89,2016-11-04T17:00:00.0,8.1,17.1,10.8,85.0,64.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",304,212,355
90,2016-11-04T18:00:00.0,7.6,16.5,10.5,89.0,69.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",279,151,295
91,2016-11-04T19:00:00.0,7.2,15.2,10.1,93.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",261,108,250
92,2016-11-04T20:00:00.0,7.0,14.5,9.9,94.0,85.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",223,103,218
93,2016-11-04T21:00:00.0,6.9,14.2,9.6,93.0,83.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",201,95,198
94,2016-11-04T22:00:00.0,7.0,14.5,9.4,91.0,77.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",194,94,196
95,2016-11-04T23:00:00.0,6.8,14.2,9.3,93.0,82.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",191,89,183
96,2016-11-05T00:00:00.0,7.1,14.9,9.3,90.0,81.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",198,89,177
97,2016-11-05T01:00:00.0,7.4,14.8,9.3,92.0,83.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",196,80,176
98,2016-11-05T02:00:00.0,7.7,15.7,9.2,93.0,83.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",192,73,175
99,2016-11-05T03:00:00.0,7.0,15.9,9.2,94.0,81.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",197,74,176
100,2016-11-05T04:00:00.0,5.8,15.9,9.2,94.0,85.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",208,75,176
101,2016-11-05T05:00:00.0,5.4,16.2,9.2,97.0,90.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",205,78,177
102,2016-11-05T06:00:00.0,5.6,17.9,9.2,97.0,90.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",207,77,177
103,2016-11-05T07:00:00.0,5.8,18.3,9.3,96.0,84.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",194,83,189
104,2016-11-05T08:00:00.0,5.3,17.9,9.4,95.0,80.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",186,84,202
105,2016-11-05T09:00:00.0,4.9,17.9,9.6,96.0,78.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",186,80,203
106,2016-11-05T10:00:00.0,5.4,18.2,9.8,96.0,77.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",186,76,203
107,2016-11-05T11:00:00.0,6.9,18.6,10.2,91.0,74.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",187,73,199
108,2016-11-05T12:00:00.0,9.3,18.5,10.5,73.0,77.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",189,73,195
109,2016-11-05T13:00:00.0,9.3,17.9,10.7,75.0,80.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",184,73,194
110,2016-11-05T14:00:00.0,8.6,18.0,10.7,75.0,83.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",183,74,196
111,2016-11-05T15:00:00.0,8.1,17.4,10.7,74.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",184,79,198
112,2016-11-05T16:00:00.0,7.9,17.6,10.6,76.0,93.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",183,81,205
113,2016-11-05T17:00:00.0,7.4,17.6,10.3,85.0,91.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",190,85,194
114,2016-11-05T18:00:00.0,7.0,17.6,9.9,93.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",196,85,197
115,2016-11-05T19:00:00.0,7.2,16.3,9.4,94.0,88.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",201,82,196
116,2016-11-05T20:00:00.0,7.1,15.3,9.3,91.0,92.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",199,82,197
117,2016-11-05T21:00:00.0,5.8,14.9,9.1,92.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",203,81,188
118,2016-11-05T22:00:00.0,5.6,14.6,9.1,91.0,94.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",202,79,181
119,2016-11-05T23:00:00.0,6.0,13.0,9.1,90.0,84.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",206,79,176
120,2016-11-06T00:00:00.0,4.6,12.6,9.1,93.0,86.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",205,82,178
121,2016-11-06T01:00:00.0,4.6,12.2,9.0,93.0,88.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",206,73,178
122,2016-11-06T02:00:00.0,4.7,11.7,8.9,94.0,90.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",210,75,178
123,2016-11-06T03:00:00.0,4.4,10.9,8.9,93.0,87.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",206,75,180
124,2016-11-06T04:00:00.0,3.6,10.3,8.8,93.0,87.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",216,75,179
125,2016-11-06T05:00:00.0,4.1,9.6,8.7,94.0,83.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",221,81,180
126,2016-11-06T06:00:00.0,3.6,9.0,8.6,92.0,85.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",216,84,182
127,2016-11-06T07:00:00.0,3.2,8.3,8.4,93.0,83.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",200,78,187
128,2016-11-06T08:00:00.0,3.1,8.1,8.3,91.0,78.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",196,75,200
129,2016-11-06T09:00:00.0,4.4,9.2,8.2,88.0,72.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",192,73,200
130,2016-11-06T10:00:00.0,5.2,9.5,8.2,84.0,66.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",188,73,197
131,2016-11-06T11:00:00.0,6.1,10.8,8.4,80.0,61.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",189,73,198
132,2016-11-06T12:00:00.0,6.5,11.5,8.7,78.0,61.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",193,72,186
133,2016-11-06T13:00:00.0,6.6,12.4,9.0,78.0,56.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",189,73,188
134,2016-11-06T14:00:00.0,7.5,13.1,9.0,75.0,51.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",192,74,181
135,2016-11-06T15:00:00.0,6.8,12.8,9.0,76.0,44.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",196,78,177
136,2016-11-06T16:00:00.0,6.7,12.4,9.0,77.0,46.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",191,81,174
137,2016-11-06T17:00:00.0,6.4,11.4,8.6,78.0,51.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",201,87,178
138,2016-11-06T18:00:00.0,6.1,9.7,8.1,82.0,58.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",206,93,183
139,2016-11-06T19:00:00.0,5.3,8.6,7.6,83.0,64.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",208,91,180
140,2016-11-06T20:00:00.0,4.4,7.8,7.4,84.0,68.0,"(50.633, 3.067)","(43.530, 5.447)","(44.838, -0.579)","(47.478, -0.563)","(48.867, 2.333)",209,86,178
